Datetime,Open,High,Low,Close,Adj Close,Volume
2021-05-26 10:38:00+01:00,40343.07,40343.07,40343.07,40343.07,40343.07,44011520
2021-05-26 10:39:00+01:00,40373.43,40373.43,40373.43,40373.43,40373.43,22446080
2021-05-26 10:40:00+01:00,40407.92,40407.92,40407.92,40407.92,40407.92,89194496
2021-05-26 10:41:00+01:00,40243.74,40243.74,40243.74,40243.74,40243.74,0
2021-05-26 10:42:00+01:00,40253.43,40253.43,40253.43,40253.43,40253.43,0
2021-05-26 10:43:00+01:00,40304.29,40304.29,40304.29,40304.29,40304.29,0
2021-05-26 10:44:00+01:00,40262.82,40262.82,40262.82,40262.82,40262.82,14106624
2021-05-26 10:45:00+01:00,40294.3,40294.3,40294.3,40294.3,40294.3,0
2021-05-26 10:46:00+01:00,40292.67,40292.67,40292.67,40292.67,40292.67,50462720
2021-05-26 10:47:00+01:00,40326.32,40326.32,40326.32,40326.32,40326.32,7577600
